,deviceId,timestamp,voltage,current,activePower,apparentPower,reactivePower,powerFactor
1,Coffee,Sat Jun 09 2018 13:23:47 GMT+0000 (UTC),212,0.03,6,6,0,1
2,Coffee,Sat Jun 09 2018 14:57:08 GMT+0000 (UTC),212,0.03,6,6,0,1
3,Coffee,Sat Jun 09 2018 15:22:18 GMT+0000 (UTC),212,0.03,6,6,0,1
4,Coffee,Sat Jun 09 2018 15:32:43 GMT+0000 (UTC),212,0.03,6,6,0,1
5,Coffee,Sat Jun 09 2018 16:12:14 GMT+0000 (UTC),212,0.03,6,6,0,1
6,Coffee,Sat Jun 09 2018 16:27:54 GMT+0000 (UTC),212,0.03,6,6,0,1
7,Coffee,Sat Jun 09 2018 16:30:09 GMT+0000 (UTC),212,0.03,6,6,0,1
8,Coffee,Sat Jun 09 2018 16:38:19 GMT+0000 (UTC),212,0.03,6,6,0,1
9,Coffee,Sat Jun 09 2018 16:56:29 GMT+0000 (UTC),212,0.03,6,6,0,1
10,Coffee,Sat Jun 09 2018 16:58:39 GMT+0000 (UTC),212,0.03,6,6,0,1
11,Coffee,Sat Jun 09 2018 17:03:59 GMT+0000 (UTC),212,0.03,6,6,0,1
12,Coffee,Sat Jun 09 2018 17:36:30 GMT+0000 (UTC),212,0.03,6,6,0,1
13,Coffee,Sat Jun 09 2018 18:11:06 GMT+0000 (UTC),212,0.03,6,6,0,1
14,Coffee,Sat Jun 09 2018 18:37:56 GMT+0000 (UTC),212,0.03,6,6,0,1
15,Coffee,Sat Jun 09 2018 19:18:56 GMT+0000 (UTC),212,0.03,6,6,0,1
16,Coffee,Sat Jun 09 2018 20:30:02 GMT+0000 (UTC),212,0.03,6,6,0,1
17,Coffee,Sat Jun 09 2018 22:16:03 GMT+0000 (UTC),212,0.03,6,6,0,1
18,Coffee,Sat Jun 09 2018 23:17:29 GMT+0000 (UTC),212,0.03,6,6,0,1
19,Coffee,Sun Jun 10 2018 00:05:05 GMT+0000 (UTC),212,0.03,6,6,0,1
20,Coffee,Sun Jun 10 2018 03:23:12 GMT+0000 (UTC),212,0.03,6,6,0,1
21,Coffee,Sun Jun 10 2018 03:35:48 GMT+0000 (UTC),212,0.03,6,6,0,1
22,Coffee,Sun Jun 10 2018 04:02:18 GMT+0000 (UTC),212,0.03,6,6,0,1
23,Coffee,Sun Jun 10 2018 04:53:39 GMT+0000 (UTC),212,0.03,6,6,0,1
24,Coffee,Sun Jun 10 2018 05:07:59 GMT+0000 (UTC),212,0.03,6,6,0,1
25,Coffee,Sun Jun 10 2018 05:25:19 GMT+0000 (UTC),212,0.03,6,6,0,1
26,Coffee,Sun Jun 10 2018 06:56:45 GMT+0000 (UTC),212,0.03,6,6,0,1
27,Coffee,Sun Jun 10 2018 07:36:51 GMT+0000 (UTC),212,0.03,6,6,0,1
28,Coffee,Sun Jun 10 2018 07:38:06 GMT+0000 (UTC),212,0.03,6,6,0,1
29,Coffee,Sun Jun 10 2018 07:39:06 GMT+0000 (UTC),212,0.03,6,6,0,1
30,Coffee,Sun Jun 10 2018 07:50:06 GMT+0000 (UTC),212,0.03,6,6,0,1
31,Coffee,Sun Jun 10 2018 07:51:41 GMT+0000 (UTC),212,0.03,6,6,0,1
32,Coffee,Sun Jun 10 2018 08:05:06 GMT+0000 (UTC),212,0.03,6,6,0,1
33,Coffee,Sun Jun 10 2018 08:12:46 GMT+0000 (UTC),212,0.03,6,6,0,1
34,Coffee,Sun Jun 10 2018 09:33:07 GMT+0000 (UTC),212,0.03,6,6,0,1
35,Coffee,Sun Jun 10 2018 10:24:43 GMT+0000 (UTC),212,0.03,6,6,0,1
36,Coffee,Sun Jun 10 2018 10:34:08 GMT+0000 (UTC),212,0.03,6,6,0,1
37,Coffee,Sun Jun 10 2018 10:58:28 GMT+0000 (UTC),212,0.03,6,6,0,1
38,Coffee,Sun Jun 10 2018 11:17:08 GMT+0000 (UTC),212,0.03,6,6,0,1
39,Coffee,Sun Jun 10 2018 11:21:49 GMT+0000 (UTC),212,0.03,6,6,0,1
40,Coffee,Sun Jun 10 2018 11:23:48 GMT+0000 (UTC),212,0.03,6,6,0,1
41,Coffee,Sun Jun 10 2018 11:36:24 GMT+0000 (UTC),212,0.03,6,6,0,1
42,Coffee,Sun Jun 10 2018 11:45:59 GMT+0000 (UTC),212,0.03,6,6,0,1
43,Coffee,Sun Jun 10 2018 12:59:35 GMT+0000 (UTC),212,0.03,6,6,0,1
44,Coffee,Sun Jun 10 2018 14:49:11 GMT+0000 (UTC),212,0.03,6,6,0,1
45,Coffee,Sun Jun 10 2018 15:11:01 GMT+0000 (UTC),212,0.03,6,6,0,1
46,Coffee,Sun Jun 10 2018 15:19:06 GMT+0000 (UTC),212,0.03,6,6,0,1
47,Coffee,Sun Jun 10 2018 15:29:02 GMT+0000 (UTC),212,0.03,6,6,0,1
48,Coffee,Sun Jun 10 2018 15:31:47 GMT+0000 (UTC),212,0.03,6,6,0,1
49,Coffee,Sun Jun 10 2018 16:48:42 GMT+0000 (UTC),212,0.03,6,6,0,1
50,Coffee,Sun Jun 10 2018 17:07:18 GMT+0000 (UTC),212,0.03,6,6,0,1
51,Coffee,Sun Jun 10 2018 17:58:28 GMT+0000 (UTC),212,0.03,6,6,0,1
52,Coffee,Sun Jun 10 2018 18:06:43 GMT+0000 (UTC),212,0.03,6,6,0,1
53,Coffee,Sun Jun 10 2018 18:13:24 GMT+0000 (UTC),212,0.03,6,6,0,1
54,Coffee,Sun Jun 10 2018 18:59:30 GMT+0000 (UTC),212,0.03,6,6,0,1
55,Coffee,Sun Jun 10 2018 19:35:30 GMT+0000 (UTC),212,0.03,6,6,0,1
56,Coffee,Sun Jun 10 2018 19:55:50 GMT+0000 (UTC),212,0.03,6,6,0,1
57,Coffee,Sun Jun 10 2018 20:05:30 GMT+0000 (UTC),212,0.03,6,6,0,1
58,Coffee,Sun Jun 10 2018 20:40:51 GMT+0000 (UTC),212,0.03,6,6,0,1
59,Coffee,Sun Jun 10 2018 20:58:11 GMT+0000 (UTC),212,0.03,6,6,0,1
60,Coffee,Sun Jun 10 2018 21:03:16 GMT+0000 (UTC),212,0.03,6,6,0,1
61,Coffee,Sun Jun 10 2018 21:06:16 GMT+0000 (UTC),212,0.03,6,6,0,1
62,Coffee,Sun Jun 10 2018 21:39:12 GMT+0000 (UTC),212,0.03,6,6,0,1
63,Coffee,Sun Jun 10 2018 22:19:22 GMT+0000 (UTC),212,0.03,6,6,0,1
64,Coffee,Sun Jun 10 2018 23:18:08 GMT+0000 (UTC),212,0.03,6,6,0,1
65,Coffee,Sun Jun 10 2018 23:26:08 GMT+0000 (UTC),212,0.03,6,6,0,1
66,Coffee,Mon Jun 11 2018 00:46:39 GMT+0000 (UTC),212,0.03,6,6,0,1
67,Coffee,Mon Jun 11 2018 01:03:34 GMT+0000 (UTC),212,0.03,6,6,0,1
68,Coffee,Mon Jun 11 2018 01:37:00 GMT+0000 (UTC),212,0.03,6,6,0,1
69,Coffee,Mon Jun 11 2018 02:04:40 GMT+0000 (UTC),212,0.03,6,6,0,1
70,Coffee,Mon Jun 11 2018 02:44:35 GMT+0000 (UTC),212,0.03,6,6,0,1
71,Coffee,Mon Jun 11 2018 03:06:51 GMT+0000 (UTC),212,0.03,6,6,0,1
72,Coffee,Mon Jun 11 2018 03:48:11 GMT+0000 (UTC),212,0.03,6,6,0,1
73,Coffee,Mon Jun 11 2018 03:54:11 GMT+0000 (UTC),212,0.03,6,6,0,1
74,Coffee,Mon Jun 11 2018 03:58:11 GMT+0000 (UTC),212,0.03,6,6,0,1
75,Coffee,Mon Jun 11 2018 04:06:06 GMT+0000 (UTC),212,0.03,6,6,0,1
76,Coffee,Mon Jun 11 2018 06:08:44 GMT+0000 (UTC),212,0.03,6,6,0,1
77,Coffee,Mon Jun 11 2018 06:09:34 GMT+0000 (UTC),212,0.03,6,6,0,1
78,Coffee,Mon Jun 11 2018 06:11:24 GMT+0000 (UTC),212,0.03,6,6,0,1
79,Coffee,Mon Jun 11 2018 06:28:29 GMT+0000 (UTC),212,0.03,6,6,0,1
80,Coffee,Mon Jun 11 2018 06:35:24 GMT+0000 (UTC),212,0.03,6,6,0,1
81,Coffee,Mon Jun 11 2018 06:46:04 GMT+0000 (UTC),212,0.03,6,6,0,1
82,Coffee,Mon Jun 11 2018 07:31:35 GMT+0000 (UTC),212,0.03,6,6,0,1
83,Coffee,Mon Jun 11 2018 07:31:50 GMT+0000 (UTC),212,0.03,6,6,0,1
84,Coffee,Mon Jun 11 2018 07:44:25 GMT+0000 (UTC),212,0.03,6,6,0,1
85,Coffee,Mon Jun 11 2018 07:46:53 GMT+0000 (UTC),212,0.03,6,6,0,1
86,Coffee,Mon Jun 11 2018 08:07:26 GMT+0000 (UTC),212,0.03,6,6,0,1
87,Coffee,Mon Jun 11 2018 08:08:41 GMT+0000 (UTC),212,0.03,6,6,0,1
88,Coffee,Mon Jun 11 2018 09:07:32 GMT+0000 (UTC),212,0.03,6,6,0,1
89,Coffee,Mon Jun 11 2018 09:13:42 GMT+0000 (UTC),212,0.03,6,6,0,1
90,Coffee,Mon Jun 11 2018 09:38:58 GMT+0000 (UTC),212,0.03,6,6,0,1
91,Coffee,Mon Jun 11 2018 09:51:33 GMT+0000 (UTC),212,0.03,6,6,0,1
92,Coffee,Mon Jun 11 2018 10:07:39 GMT+0000 (UTC),212,0.03,6,6,0,1
93,Coffee,Mon Jun 11 2018 10:19:48 GMT+0000 (UTC),212,0.03,6,6,0,1
94,Coffee,Mon Jun 11 2018 10:56:19 GMT+0000 (UTC),212,0.03,6,6,0,1
95,Coffee,Mon Jun 11 2018 10:59:24 GMT+0000 (UTC),212,0.03,6,6,0,1
96,Coffee,Mon Jun 11 2018 11:09:39 GMT+0000 (UTC),212,0.03,6,6,0,1
97,Coffee,Mon Jun 11 2018 12:01:05 GMT+0000 (UTC),212,0.03,6,6,0,1
98,Coffee,Mon Jun 11 2018 12:01:30 GMT+0000 (UTC),212,0.03,6,6,0,1
99,Coffee,Mon Jun 11 2018 12:59:10 GMT+0000 (UTC),212,0.03,6,6,0,1
100,Coffee,Mon Jun 11 2018 13:07:16 GMT+0000 (UTC),212,0.03,6,6,0,1
101,Coffee,Mon Jun 11 2018 13:24:21 GMT+0000 (UTC),212,0.03,6,6,0,1
102,Coffee,Mon Jun 11 2018 13:40:01 GMT+0000 (UTC),212,0.03,6,6,0,1
103,Coffee,Mon Jun 11 2018 13:48:56 GMT+0000 (UTC),212,0.03,6,6,0,1
104,Coffee,Mon Jun 11 2018 13:55:26 GMT+0000 (UTC),212,0.03,6,6,0,1
105,Coffee,Mon Jun 11 2018 14:07:46 GMT+0000 (UTC),212,0.03,6,6,0,1
106,Coffee,Mon Jun 11 2018 14:13:17 GMT+0000 (UTC),212,0.03,6,6,0,1
107,Coffee,Mon Jun 11 2018 14:14:07 GMT+0000 (UTC),212,0.03,6,6,0,1
108,Coffee,Mon Jun 11 2018 14:19:47 GMT+0000 (UTC),212,0.03,6,6,0,1
109,Coffee,Mon Jun 11 2018 14:42:12 GMT+0000 (UTC),212,0.03,6,6,0,1
110,Coffee,Mon Jun 11 2018 15:11:17 GMT+0000 (UTC),212,0.03,6,6,0,1
